PROFILE_DEVICE_OS,PRODUCT_GROUP_TARIFF,FILIAL_ID,NETWORK_SQI_DATA,NETWORK_OVERLOAD,SNAP_DATE_DAY,NETWORK_PROSTOI,SURVEY_GENDER,NETWORK_DURATION_2G,PRODUCT_PEREPLATY,NETWORK_4G_SHARE,PRODUCT_NAME_LINE_TP,NETWORK_DURATION_4G,REGION_FILIAL,NPS,SURVEY_ARPU_GROUP,NETWORK_VOLTE,PROFILE_DEVICE_TYPE,PROFILE_KINOPOISK,PRODUCT_EVA_TYPE,PROFILE_DEVICE_PRICE,NETWORK_VOWIFI,SURVEY_CITY_SIZE,SURVEY_OPERATOR_AGE_GROUP,SURVEY_AGE_GROUP,NETWORK_SQI_VOICE,PRODUCT_TARIFF_CHANGE,NETWORK_SPEED_LTE,NETWORK_SPD_LOWER_THAN_2000
Прочее,СНГ,4,>99.5%,Нет,2024-06-16,Нет простоя,Жен,5...20%,Более 40 руб,c. 80-90%,CVM,Менее 80%,Северо-Западный филиал,0.28510374423994583,Высокий,До 80%,UNDEFINED,Более 1GB,Ева МЛК,Более 50 тыс. руб,Нет,Малый,25-34,55+,Прочее,31-90 дней,2...5 Mbps,20...80%
Android,СНГ,13,<98%,До 15 дней,2023-06-17,5-24 часа,Муж,Менее 5%,Более 40 руб,c. 80-90%,Тёплый приём - линейка 4.1,Прочее,Кавказский филиал,0.019162080281126908,Высокий,Не VoLTE,UNDEFINED,Нет,Ева Volte,Более 50 тыс. руб,Есть,Средний,55+,25-34,>99.5%,91-180 дней,Прочее,Прочее
Прочее,Включайся!,3,Прочее,До 15 дней,2024-11-26,Риск простоя,Муж,Прочее,Нет переплат,b. <80%,МегаФон - Линейка 3.1,Более 80%,Поволжский филиал,-0.41628941317403545,Низкий,Более 80%,SMARTPHONE,100MB - 1GB,Ева+,25-50 тыс. руб.,Есть,Большой,45-54,18-24,Прочее,91-180 дней,<2 Mbps,Более 80%
iOS,Все мобильные,4,>99.5%,Нет,2024-02-01,5-24 часа,Не определен,Более 20%,Нет переплат,c. 80-90%,ТП Посекундный 2021,Прочее,Кавказский филиал,-0.0643814007636678,Высокий,Не VoLTE,PHONE,Более 1GB,Ева+,10-25 тыс. руб.,Есть,Средний,25-34,25-34,98..99.5%,До 30 дней,5...10 Mbps,Менее 20%
Прочее,Без переплат,8,<98%,Более 15 дней,2023-12-26,1-5 часов,Не определен,Более 20%,Более 40 руб,b. <80%,FWA Мобильный конвергент: Объединяй! Мобильный,Более 80%,Центральный филиал,0.4200722937940819,Низкий,До 80%,ROUTER,До 100MB,Ева Volte,25-50 тыс. руб.,Нет,Средний,45-54,55+,Прочее,91-180 дней,Прочее,Менее 20%
Прочее,Все включено,5,<98%,До 15 дней,2023-04-18,5-24 часа,Жен,Более 20%,Нет переплат,b. <80%,PowerNET 2.0,Прочее,Дальневосточный филиал,0.33703721012922916,Высокий,Более 80%,PHONE,Более 1GB,Ева Volte,25-50 тыс. руб.,Нет,Большой,55+,45-54,98..99.5%,31-90 дней,>10 Mbps,Прочее
Прочее,Все мобильные,2,98...99.5%,Более 15 дней,2024-06-12,5-24 часа,Не определен,Прочее,Более 40 руб,c. 80-90%,Без переплат - Линейка 1.0,Прочее,Поволжский филиал,0.024439608159528725,Высокий,Более 80%,NETWORK DEVICE,До 100MB,Ева+,25-50 тыс. руб.,Есть,Малый,55+,55+,>99.5%,31-90 дней,<2 Mbps,Более 80%
Прочее,Все мобильные,8,98...99.5%,Нет,2024-10-06,Риск простоя,Муж,5...20%,До 40 руб,a. <100 MB,Новая линейка ПД 2022,Менее 80%,Дальневосточный филиал,-0.41855735451585324,Высокий,До 80%,DATA CARD,До 100MB,Ева МЛК,До 10 тыс. руб.,Нет,Средний,35-44,25-34,<98%,31-90 дней,2...5 Mbps,20...80%
Прочее,СНГ,5,>99.5%,До 15 дней,2023-12-25,1-5 часов,Жен,5...20%,До 40 руб,b. <80%,Мегафон – Линейка 3.2,Более 80%,Северо-Западный филиал,-0.011548086462605266,Средний,Более 80%,UNDEFINED,Более 1GB,Ева+,До 10 тыс. руб.,Есть,Малый,55+,55+,Прочее,До 30 дней,Прочее,Более 80%
Прочее,Без переплат,16,Прочее,До 15 дней,2023-12-09,Риск простоя,Не определен,5...20%,До 40 руб,a. <100 MB,Тарифные планы FMC - Объединяй 5.0,Менее 80%,Центральный филиал,-0.6612719665730518,Высокий,До 80%,TABLET,Нет,Ева+,Нет данных,Нет,Малый,55+,18-24,<98%,До 30 дней,2...5 Mbps,Более 80%
Android,Сэмплинг,15,>99.5%,Нет,2023-11-16,Нет простоя,Жен,Прочее,Нет переплат,c. 80-90%,ВВ - Архивный (версия v.07.16),Прочее,Кавказский филиал,-0.02910375281179023,Высокий,Более 80%,USB MODEM,Более 1GB,Ева+,Более 50 тыс. руб,Есть,Средний,25-34,55+,98..99.5%,Более 366 дней,Прочее,Менее 20%
Прочее,Внутрисетевые,19,Прочее,Более 15 дней,2024-05-25,Нет простоя,Не определен,Менее 5%,До 40 руб,b. <80%,Включайся! - Линейка 3.2 - Часть II,Прочее,Уральский филиал,-0.2560267655123764,Низкий,Не VoLTE,USB MODEM,Более 1GB,Ева Volte,10-25 тыс. руб.,Есть,Средний,45-54,55+,Прочее,31-90 дней,>10 Mbps,Более 80%
iOS,ПД,13,>99.5%,Более 15 дней,2023-07-03,5-24 часа,,Более 20%,Нет переплат,d. >90%,Тарифные планы FMC - Объединяй 1.0,Прочее,Столичный филиал,-0.14892205224411184,Высокий,До 80%,SMARTPHONE,100MB - 1GB,Ева Volte,10-25 тыс. руб.,Нет,Большой,18-24,45-54,<98%,31-90 дней,<2 Mbps,Более 80%
iOS,Без переплат,11,Прочее,Более 15 дней,2023-04-29,Риск простоя,Муж,Менее 5%,Более 40 руб,d. >90%,Без переплат - Линейка 1.1,Более 80%,Уральский филиал,-0.7550998959156425,Средний,До 80%,DATA CARD,Более 1GB,Ева Volte,Более 50 тыс. руб,Есть,Средний,55+,55+,<98%,91-180 дней,5...10 Mbps,Менее 20%
Android,Агентский конвергент,16,Прочее,Более 15 дней,2024-05-02,5-24 часа,Не определен,Прочее,Нет переплат,b. <80%,Тёплый приём - линейка 3.0,Прочее,Кавказский филиал,0.07610499531435602,Средний,Не VoLTE,USB MODEM,Более 1GB,Ева Volte,25-50 тыс. руб.,Нет,Средний,35-44,35-44,Прочее,Более 366 дней,2...5 Mbps,Прочее
iOS,Все мобильные,18,<98%,Нет,2024-09-09,1-5 часов,Жен,Более 20%,До 40 руб,b. <80%,FMC - продукты для агентов,Более 80%,Дальневосточный филиал,-0.09101980635383534,Низкий,Более 80%,NETWORK DEVICE,До 100MB,Ева Volte,До 10 тыс. руб.,Есть,Большой,45-54,55+,98..99.5%,181-366 дней,<2 Mbps,Менее 20%
Android,Персональные,15,>99.5%,До 15 дней,2024-05-08,Нет простоя,Жен,Менее 5%,Нет переплат,b. <80%,Без переплат - Линейка 1.3,Прочее,Дальневосточный филиал,-0.08328634374002594,Низкий,До 80%,ROUTER,До 100MB,Ева МЛК,До 10 тыс. руб.,Нет,Большой,25-34,55+,>99.5%,Более 366 дней,2...5 Mbps,Менее 20%
iOS,Все включено,6,98...99.5%,Более 15 дней,2023-11-08,5-24 часа,Муж,Более 20%,Более 40 руб,c. 80-90%,CVM: Персональный 2.0,Прочее,Северо-Западный филиал,0.02006982490814977,Средний,Более 80%,NETWORK DEVICE,Более 1GB,Ева+,25-50 тыс. руб.,Есть,Большой,35-44,55+,98..99.5%,Более 366 дней,2...5 Mbps,Менее 20%
Прочее,Персональные,8,98...99.5%,Нет,2024-08-19,Риск простоя,Не определен,Менее 5%,До 40 руб,d. >90%,Без переплат - Линейка 1.5,Прочее,Кавказский филиал,-0.1879365324685574,Средний,Более 80%,SMARTPHONE,Более 1GB,Ева+,Нет данных,Есть,Малый,18-24,55+,Прочее,Прочее,5...10 Mbps,Менее 20%
Android,Все мобильные,4,>99.5%,До 15 дней,2023-05-08,Риск простоя,Не определен,Прочее,До 40 руб,b. <80%,Новая линейка ПД 2021,Менее 80%,Дальневосточный филиал,0.5283586862464905,Средний,Более 80%,SMARTPHONE,Более 1GB,Ева Volte,Более 50 тыс. руб,Есть,Малый,45-54,35-44,98..99.5%,31-90 дней,Прочее,Менее 20%
Android,Все мобильные,16,<98%,До 15 дней,2024-07-05,Риск простоя,Не определен,Менее 5%,Более 40 руб,b. <80%,Без переплат - Линейка 1.5,Более 80%,Поволжский филиал,-0.37219338518349626,Средний,Более 80%,NETWORK DEVICE,Нет,Ева+,10-25 тыс. руб.,Есть,Большой,35-44,35-44,>99.5%,Более 366 дней,5...10 Mbps,Более 80%
Прочее,СНГ,11,<98%,До 15 дней,2023-02-24,5-24 часа,Муж,Более 20%,Нет переплат,d. >90%,Включайся! - Линейка 2.1,Прочее,Поволжский филиал,0.04097322943198819,Низкий,Более 80%,SMART WATCH,До 100MB,Ева Volte,10-25 тыс. руб.,Нет,Малый,55,35-44,<98%,31-90 дней,2...5 Mbps,Прочее
Прочее,Все мобильные,2,Прочее,Более 15 дней,2024-01-08,Более 24 часов,Муж,5...20%,Нет переплат,a. <100 MB,Тёплый приём - линейка 2.1,Прочее,Кавказский филиал,-0.5508227565063829,Низкий,Более 80%,DATA CARD,Более 1GB,Ева+,Более 50 тыс. руб,Есть,Средний,55+,55+,<98%,181-366 дней,5...10 Mbps,Более 80%
Android,Сэмплинг,4,>99.5%,Более 15 дней,2024-12-14,1-5 часов,Муж,5...20%,Нет переплат,b. <80%,Тёплый приём - линейка 3.0,Более 80%,Столичный филиал,-0.0,Средний,До 80%,DATA CARD,Нет,Ева МЛК,До 10 тыс. руб.,Есть,Большой,55+,55+,<98%,91-180 дней,Прочее,Менее 20%
iOS,Внутрисетевые,14,<98%,Нет,2023-11-08,Риск простоя,Жен,Более 20%,Более 40 руб,c. 80-90%,Включайся! - Линейка 3.4 - Прочие ТП,Более 80%,Поволжский филиал,-0.032594937816635146,Высокий,Более 80%,PHONE,До 100MB,Ева МЛК,25-50 тыс. руб.,Нет,Средний,55+,18-24,<98%,До 30 дней,5...10 Mbps,Менее 20%
Прочее,Персональные,11,<98%,До 15 дней,2024-11-03,Риск простоя,Жен,5...20%,Более 40 руб,d. >90%,Переходи на НОЛЬ,Менее 80%,Поволжский филиал,-0.43143149302545786,Высокий,Более 80%,SMART WATCH,100MB - 1GB,Ева+,10-25 тыс. руб.,Есть,Малый,55+,55+,98..99.5%,91-180 дней,5...10 Mbps,Менее 20%
Прочее,Включайся!,4,>99.5%,Более 15 дней,2023-08-23,Более 24 часов,Муж,Прочее,Нет переплат,d. >90%,Тёплый приём - линейка 4.2,Прочее,Столичный филиал,0.04195575273060213,Высокий,До 80%,USB MODEM,Нет,Ева МЛК,До 10 тыс. руб.,Есть,Средний,55+,55+,<98%,181-366 дней,Прочее,Более 80%
iOS,Внутрисетевые,3,Прочее,До 15 дней,2023-05-20,1-5 часов,Муж,Менее 5%,Нет переплат,b. <80%,Твой интернет - линейка 2019,Менее 80%,Дальневосточный филиал,-0.134939926424825,Низкий,До 80%,LAPTOP,До 100MB,Ева+,Более 50 тыс. руб,Нет,Средний,55+,25-34,<98%,31-90 дней,5...10 Mbps,Более 80%
iOS,Персональные,5,Прочее,До 15 дней,2024-07-13,Более 24 часов,Муж,Прочее,Более 40 руб,d. >90%,Без переплат - Линейка 2.0,Прочее,Дальневосточный филиал,0.610400806698886,Средний,До 80%,NETWORK DEVICE,100MB - 1GB,Ева Volte,Более 50 тыс. руб,Нет,Большой,55+,45-54,Прочее,181-366 дней,<2 Mbps,20...80%
iOS,Без переплат,6,>99.5%,Нет,2023-08-27,1-5 часов,Жен,Более 20%,Нет переплат,c. 80-90%,Тарифные планы FMC - Объединяй 1.0,Менее 80%,Дальневосточный филиал,-0.17733758509892347,Низкий,Не VoLTE,LAPTOP,100MB - 1GB,Ева МЛК,До 10 тыс. руб.,Нет,Большой,18-24,18-24,98..99.5%,181-366 дней,5...10 Mbps,Прочее
Android,Все мобильные,9,98...99.5%,Нет,2024-04-11,1-5 часов,Жен,Менее 5%,Нет переплат,d. >90%,Линейка продуктов для агентского канала,Менее 80%,Дальневосточный филиал,0.013366033851348998,Низкий,Не VoLTE,USB MODEM,Более 1GB,Ева Volte,Более 50 тыс. руб,Есть,Средний,55+,18-24,Прочее,181-366 дней,<2 Mbps,Более 80%
Прочее,Включайся!,4,>99.5%,Более 15 дней,2024-07-30,1-5 часов,Не определен,Менее 5%,Более 40 руб,d. >90%,Тёплый приём - линейка 4.0,Прочее,Кавказский филиал,0.2882509826984266,Низкий,Более 80%,DATA CARD,Более 1GB,Ева+,Нет данных,Есть,Малый,18-24,18-24,>99.5%,31-90 дней,2...5 Mbps,20...80%
Android,ПД,7,<98%,Более 15 дней,2024-05-01,Риск простоя,Не определен,Менее 5%,До 40 руб,d. >90%,China,Менее 80%,Сибирский филиал,-1.0,Средний,Не VoLTE,NETWORK DEVICE,Более 1GB,Ева+,До 10 тыс. руб.,Нет,Большой,55+,18-24,98..99.5%,91-180 дней,>10 Mbps,Прочее
iOS,Все включено,13,98...99.5%,Более 15 дней,2023-06-05,Более 24 часов,Не определен,Более 20%,Более 40 руб,c. 80-90%,Управляй!+ 2.0,Более 80%,Центральный филиал,-1.0,Высокий,Не VoLTE,SMART WATCH,Нет,Ева МЛК,До 10 тыс. руб.,Нет,Средний,25-34,55+,<98%,31-90 дней,5...10 Mbps,20...80%
iOS,Все включено,10,98...99.5%,Нет,2024-07-28,Нет простоя,Не определен,Более 20%,Нет переплат,c. 80-90%,Тёплый приём - линейка 4.2,Прочее,Северо-Западный филиал,-0.0,Высокий,До 80%,LAPTOP,Нет,Ева МЛК,10-25 тыс. руб.,Нет,Малый,25-34,35-44,Прочее,Прочее,2...5 Mbps,Прочее
Android,Все мобильные,12,>99.5%,Более 15 дней,2024-04-06,Более 24 часов,Муж,Менее 5%,До 40 руб,a. <100 MB,PowerNET 2.0,Прочее,Поволжский филиал,0.16935924481648415,Высокий,Более 80%,LAPTOP,100MB - 1GB,Ева Volte,25-50 тыс. руб.,Нет,Средний,55+,55+,>99.5%,До 30 дней,5...10 Mbps,20...80%
