NETWORK_SPD_LOWER_THAN_2000,NETWORK_SQI_VOICE,SURVEY_CITY_SIZE,PRODUCT_GROUP_TARIFF,NETWORK_4G_SHARE,SNAP_DATE_DAY,PROFILE_DEVICE_OS,FILIAL_ID,NETWORK_VOWIFI,SURVEY_ARPU_GROUP,PRODUCT_TARIFF_CHANGE,NETWORK_DURATION_2G,NPS,SURVEY_AGE_GROUP,NETWORK_VOLTE,PRODUCT_EVA_TYPE,PROFILE_KINOPOISK,SURVEY_GENDER,NETWORK_OVERLOAD,NETWORK_DURATION_4G,SURVEY_OPERATOR_AGE_GROUP,PROFILE_DEVICE_PRICE,NETWORK_SPEED_LTE,NETWORK_SQI_DATA,PRODUCT_NAME_LINE_TP,REGION_FILIAL,PROFILE_DEVICE_TYPE,PRODUCT_PEREPLATY,NETWORK_PROSTOI
20...80%,>99.5%,Средний,Персональные,a. <100 MB,2023-08-08,iOS,16.0,Нет,Низкий,91-180 дней,5...20%,-0.16254422587304504,45-54,Более 80%,Ева+,До 100MB,Не определен,До 15 дней,Прочее,55+,10-25 тыс. руб.,<2 Mbps,98...99.5%,МегаФон - Линейка 3.1,Столичный филиал,ROUTER,Более 40 руб,Нет простоя
Более 80%,>99.5%,Средний,Включайся!,b. <80%,2023-12-20,Прочее,8.0,Нет,Низкий,31-90 дней,Менее 5%,-0.0,35-44,До 80%,Ева+,До 100MB,Не определен,До 15 дней,Прочее,45-54,Более 50 тыс. руб,<2 Mbps,Прочее,Линейка продуктов для агентского канала,Сибирский филиал,ROUTER,До 40 руб,Риск простоя
Более 80%,Прочее,Малый,Внутрисетевые,a. <100 MB,2024-08-19,Android,16.0,Нет,Средний,Более 366 дней,Менее 5%,0.0,55+,Не VoLTE,Ева МЛК,100MB - 1GB,Не определен,До 15 дней,Прочее,35-44,До 10 тыс. руб.,<2 Mbps,<98%,ВВ - Архивный (версия v.07.16),Столичный филиал,NETWORK DEVICE,Нет переплат,Нет простоя
Прочее,>99.5%,Средний,ПД,b. <80%,2024-09-15,iOS,9.0,Нет,Средний,Более 366 дней,Более 20%,-0.11566605354888694,45-54,Не VoLTE,Ева МЛК,Более 1GB,Муж,Нет,Более 80%,55+,Нет данных,2...5 Mbps,<98%,Тёплый приём - линейка 4.2,Уральский филиал,SMART WATCH,Нет переплат,1-5 часов
20...80%,<98%,Большой,ПД,c. 80-90%,2023-11-16,Android,9.0,Есть,Высокий,181-366 дней,5...20%,-0.06304215915511754,55+,До 80%,Ева МЛК,До 100MB,Не определен,До 15 дней,Прочее,18-24,До 10 тыс. руб.,5...10 Mbps,Прочее,Без переплат - Линейка 1.4,Кавказский филиал,SMART WATCH,До 40 руб,Нет простоя
Менее 20%,<98%,Малый,Персональные,b. <80%,2024-10-11,Android,3.0,Есть,Средний,31-90 дней,Прочее,-0.17059017257207382,55+,До 80%,Ева МЛК,100MB - 1GB,Не определен,Нет,Прочее,55+,Нет данных,<2 Mbps,98...99.5%,Тарифные планы FMC - Объединяй 6.0,Кавказский филиал,SMART WATCH,Более 40 руб,Нет простоя
Прочее,98..99.5%,Средний,Внутрисетевые,c. 80-90%,2023-05-21,Android,7.0,Нет,Средний,Более 366 дней,Прочее,-0.08163653529090631,35-44,До 80%,Ева+,До 100MB,Муж,Нет,Прочее,55+,25-50 тыс. руб.,Прочее,Прочее,Тёплый приём - линейка 4.2,Столичный филиал,NETWORK DEVICE,Нет переплат,5-24 часа
20...80%,>99.5%,Большой,Все мобильные,c. 80-90%,2024-08-13,Прочее,18.0,Нет,Высокий,Прочее,Более 20%,-1.0,45-54,Более 80%,Ева МЛК,Нет,Муж,Более 15 дней,Более 80%,45-54,Более 50 тыс. руб,5...10 Mbps,>99.5%,China,Поволжский филиал,USB MODEM,До 40 руб,Более 24 часов
Менее 20%,98..99.5%,Большой,Персональные,a. <100 MB,2023-03-07,Android,2.0,Есть,Низкий,Более 366 дней,5...20%,-0.06261894196881508,55+,Более 80%,Ева Volte,До 100MB,Муж,Нет,Более 80%,55+,Нет данных,<2 Mbps,<98%,Без переплат - Линейка 1.3,Кавказский филиал,ROUTER,Более 40 руб,Нет простоя
Более 80%,Прочее,Малый,Без переплат,b. <80%,2024-03-28,Android,1.0,Есть,Высокий,До 30 дней,Более 20%,-0.29814976237643365,55+,До 80%,Ева+,100MB - 1GB,Муж,Нет,Прочее,55+,Более 50 тыс. руб,<2 Mbps,>99.5%,Включайся! - Линейка 3.2,Сибирский филиал,SMARTPHONE,Нет переплат,Нет простоя
Прочее,Прочее,Большой,Сэмплинг,d. >90%,2024-10-15,iOS,12.0,Есть,Низкий,До 30 дней,Прочее,0.2074221383465881,55+,Более 80%,Ева МЛК,Более 1GB,Не определен,Более 15 дней,Менее 80%,35-44,25-50 тыс. руб.,>10 Mbps,<98%,Без переплат - Линейка 1.0,Кавказский филиал,UNDEFINED,Нет переплат,Риск простоя
20...80%,98..99.5%,Малый,Персональные,b. <80%,2024-10-16,iOS,16.0,Нет,Средний,31-90 дней,Менее 5%,0.0,45-54,До 80%,Ева+,До 100MB,Муж,До 15 дней,Прочее,45-54,Нет данных,>10 Mbps,Прочее,Включайся! - Линейка 3.3 - Выбирай,Центральный филиал,UNDEFINED,Более 40 руб,Нет простоя
Прочее,>99.5%,Большой,Персональные,c. 80-90%,2024-07-16,Android,12.0,Есть,Низкий,91-180 дней,Более 20%,0.19913900566994658,55+,Не VoLTE,Ева МЛК,Нет,Не определен,Нет,Прочее,55+,25-50 тыс. руб.,2...5 Mbps,Прочее,Без переплат - Линейка 3.0,Дальневосточный филиал,UNDEFINED,Нет переплат,Риск простоя
Менее 20%,>99.5%,Средний,Все включено,c. 80-90%,2023-03-15,iOS,10.0,Нет,Высокий,31-90 дней,Более 20%,-0.19858568103872454,55+,До 80%,Ева+,Более 1GB,Не определен,Нет,Более 80%,25-34,До 10 тыс. руб.,2...5 Mbps,<98%,Без переплат - Линейка 1.1,Сибирский филиал,SMARTPHONE,Нет переплат,1-5 часов
Менее 20%,>99.5%,Большой,Сэмплинг,b. <80%,2024-03-07,Прочее,9.0,Есть,Высокий,До 30 дней,5...20%,-0.0,55+,Не VoLTE,Ева МЛК,100MB - 1GB,Жен,До 15 дней,Менее 80%,35-44,До 10 тыс. руб.,5...10 Mbps,<98%,Включайся! - Линейка 3.3 - Прочие ТП,Поволжский филиал,NETWORK DEVICE,Нет переплат,Нет простоя
Более 80%,<98%,Большой,Персональные,a. <100 MB,2024-10-17,Прочее,18.0,Есть,Низкий,31-90 дней,Прочее,-0.18206997322552523,45-54,Более 80%,Ева+,100MB - 1GB,Жен,До 15 дней,Прочее,25-34,До 10 тыс. руб.,<2 Mbps,>99.5%,Тёплый приём - линейка 4.2,Дальневосточный филиал,LAPTOP,До 40 руб,1-5 часов
20...80%,98..99.5%,Малый,Все мобильные,b. <80%,2024-03-08,Прочее,4.0,Есть,Высокий,181-366 дней,Прочее,0.1630045641182885,45-54,До 80%,Ева Volte,100MB - 1GB,Жен,Более 15 дней,Прочее,55+,До 10 тыс. руб.,<2 Mbps,98...99.5%,Твой интернет - линейка 2019,Северо-Западный филиал,SMARTPHONE,Нет переплат,Нет простоя
Более 80%,98..99.5%,Малый,Агентский конвергент,b. <80%,2023-04-23,Прочее,8.0,Есть,Средний,Более 366 дней,Прочее,0.003904881669995282,35-44,Более 80%,Ева Volte,Более 1GB,Муж,Более 15 дней,Менее 80%,55+,10-25 тыс. руб.,>10 Mbps,>99.5%,Без переплат - Линейка 2.3,Дальневосточный филиал,PHONE,До 40 руб,Риск простоя
20...80%,>99.5%,Малый,СНГ,c. 80-90%,2023-01-14,iOS,4.0,Нет,Средний,91-180 дней,Более 20%,-0.0,55+,Более 80%,Ева Volte,Более 1GB,Муж,Более 15 дней,Прочее,55+,Более 50 тыс. руб,5...10 Mbps,98...99.5%,Тарифные планы FMC - Объединяй 1.0,Дальневосточный филиал,SMART WATCH,До 40 руб,1-5 часов
Более 80%,98..99.5%,Большой,Включайся!,b. <80%,2024-04-23,iOS,16.0,Нет,Средний,Прочее,Прочее,-0.4048395776684992,55+,Более 80%,Ева МЛК,100MB - 1GB,Жен,Более 15 дней,Прочее,35-44,До 10 тыс. руб.,2...5 Mbps,<98%,Умные вещи,Центральный филиал,DATA CARD,Нет переплат,1-5 часов
Более 80%,>99.5%,Большой,ПД,b. <80%,2024-06-17,Прочее,8.0,Есть,Средний,181-366 дней,Прочее,0.10269237843793426,45-54,До 80%,Ева+,До 100MB,Не определен,До 15 дней,Менее 80%,55,25-50 тыс. руб.,Прочее,>99.5%,B2B пакеты Lego,Уральский филиал,NETWORK DEVICE,Более 40 руб,1-5 часов
20...80%,98..99.5%,Средний,Прочие,b. <80%,2023-11-23,iOS,7.0,Есть,Низкий,Прочее,Прочее,-0.3373066646258005,55+,Более 80%,Ева Volte,Более 1GB,Не определен,До 15 дней,Более 80%,55+,Нет данных,>10 Mbps,>99.5%,Линейка 'Безлимит 1.0',Столичный филиал,SMARTPHONE,Более 40 руб,5-24 часа
20...80%,<98%,Малый,Все мобильные,c. 80-90%,2024-12-06,iOS,13.0,Есть,Высокий,До 30 дней,Более 20%,-0.1450907654505999,45-54,Более 80%,Ева МЛК,Нет,Не определен,Более 15 дней,Более 80%,55+,25-50 тыс. руб.,5...10 Mbps,Прочее,Тёплый приём - линейка 3.0,Уральский филиал,LAPTOP,Нет переплат,5-24 часа
Прочее,98..99.5%,Малый,СНГ,d. >90%,2024-03-10,iOS,8.0,Есть,Низкий,Прочее,Прочее,-0.019749428130705494,45-54,Не VoLTE,Ева+,100MB - 1GB,Жен,До 15 дней,Прочее,55+,25-50 тыс. руб.,>10 Mbps,98...99.5%,Без переплат - Линейка 2.3,Северо-Западный филиал,TABLET,Нет переплат,Риск простоя
20...80%,>99.5%,Средний,СНГ,b. <80%,2023-07-15,Прочее,7.0,Есть,Средний,До 30 дней,Более 20%,-0.6182181590749196,55+,Не VoLTE,Ева Volte,До 100MB,Не определен,До 15 дней,Менее 80%,45-54,Более 50 тыс. руб,<2 Mbps,Прочее,Тарифные планы FMC - Объединяй 3.0,Столичный филиал,SMART WATCH,До 40 руб,5-24 часа
Прочее,Прочее,Малый,Все мобильные,a. <100 MB,2023-09-03,iOS,5.0,Нет,Средний,До 30 дней,Менее 5%,-0.14925208314445182,55+,Более 80%,Ева МЛК,До 100MB,Жен,Более 15 дней,Более 80%,18-24,Нет данных,Прочее,Прочее,Для ТП Первый семейный,Центральный филиал,DATA CARD,Нет переплат,Нет простоя
Менее 20%,Прочее,Средний,Персональные,b. <80%,2023-06-13,Прочее,18.0,Нет,Средний,Прочее,Прочее,0.10923006924708051,35-44,Не VoLTE,Ева МЛК,100MB - 1GB,Муж,Более 15 дней,Более 80%,55+,25-50 тыс. руб.,<2 Mbps,>99.5%,CVM: Персональный 2.0,Поволжский филиал,PHONE,Нет переплат,Риск простоя
Менее 20%,>99.5%,Средний,Без переплат,d. >90%,2023-11-01,Android,19.0,Нет,Низкий,91-180 дней,Более 20%,0.05285553543486113,35-44,До 80%,Ева МЛК,До 100MB,Не определен,Более 15 дней,Более 80%,55+,10-25 тыс. руб.,2...5 Mbps,<98%,Мегафон – Линейка 4.0,Северо-Западный филиал,USB MODEM,Нет переплат,Нет простоя
Менее 20%,>99.5%,Большой,СНГ,c. 80-90%,2024-11-19,Прочее,10.0,Нет,Низкий,181-366 дней,Более 20%,-0.05162436643668825,55+,Не VoLTE,Ева+,100MB - 1GB,Не определен,До 15 дней,Прочее,25-34,25-50 тыс. руб.,5...10 Mbps,98...99.5%,Тёплый приём - линейка 7.1,Столичный филиал,PHONE,Более 40 руб,Более 24 часов
Менее 20%,>99.5%,Средний,СНГ,c. 80-90%,2024-06-23,iOS,11.0,Есть,Высокий,До 30 дней,Прочее,0.18422924914660807,45-54,Более 80%,Ева+,До 100MB,Муж,Более 15 дней,Менее 80%,35-44,Более 50 тыс. руб,5...10 Mbps,<98%,Линейка продуктов для агентского канала,Поволжский филиал,SMART WATCH,Более 40 руб,1-5 часов
Менее 20%,Прочее,Средний,Внутрисетевые,d. >90%,2023-04-05,Android,8.0,Нет,Низкий,Более 366 дней,5...20%,-0.03568848488800219,25-34,До 80%,Ева Volte,100MB - 1GB,Муж,До 15 дней,Более 80%,35-44,Нет данных,Прочее,Прочее,CVM: Персональный 3.0,Кавказский филиал,LAPTOP,Более 40 руб,Нет простоя
Менее 20%,<98%,Средний,ПД,d. >90%,2024-07-20,Android,6.0,Есть,Средний,Прочее,Более 20%,0.10917881710727603,55+,До 80%,Ева МЛК,100MB - 1GB,Муж,Более 15 дней,Менее 80%,25-34,10-25 тыс. руб.,2...5 Mbps,Прочее,Включайся! - Линейка 3.0,Уральский филиал,TABLET,До 40 руб,Риск простоя
Прочее,98..99.5%,Средний,Сэмплинг,d. >90%,2024-07-19,Android,11.0,Нет,Низкий,31-90 дней,Прочее,-1.0,55+,Более 80%,Ева+,До 100MB,Муж,Более 15 дней,Более 80%,45-54,10-25 тыс. руб.,>10 Mbps,98...99.5%,Переходи на НОЛЬ 2020,Кавказский филиал,NETWORK DEVICE,Более 40 руб,5-24 часа
20...80%,98..99.5%,Большой,Все мобильные,c. 80-90%,2023-01-10,Прочее,16.0,Нет,Высокий,Прочее,Более 20%,-0.10266807768549976,55+,Более 80%,Ева МЛК,100MB - 1GB,Муж,Нет,Менее 80%,55+,Более 50 тыс. руб,2...5 Mbps,98...99.5%,Тёплый приём - линейка 5.0,Северо-Западный филиал,LAPTOP,Более 40 руб,Нет простоя
Менее 20%,>99.5%,Большой,Агентский конвергент,a. <100 MB,2024-06-21,iOS,4.0,Нет,Средний,91-180 дней,Прочее,-0.07105824124082213,45-54,До 80%,Ева Volte,100MB - 1GB,Жен,Более 15 дней,Прочее,55+,10-25 тыс. руб.,<2 Mbps,<98%,МегаФон - Линейка 3.1,Кавказский филиал,PHONE,Более 40 руб,Более 24 часов
Прочее,98..99.5%,Большой,Все включено,a. <100 MB,2024-06-27,Прочее,2.0,Нет,Средний,91-180 дней,5...20%,-0.13822735362640842,25-34,До 80%,Ева Volte,До 100MB,Не определен,Нет,Менее 80%,45-54,До 10 тыс. руб.,Прочее,>99.5%,ВВ - 05.17 (XS/L/XL/VIP),Кавказский филиал,UNDEFINED,Нет переплат,Риск простоя
